id,cds_faithful,cds_distracted,cds_diff,len_faithful,len_distracted,len_diff,context_drop,question_rise,total_shift
77,0,0,0,2921,3111,-190,,,
78,0,0,0,3025,2953,72,,,
79,0,0,0,2852,5408,-2556,,,
80,0,0,0,2953,2959,-6,,,
81,0,0,0,2657,2721,-64,,,
82,0,0,0,2959,3007,-48,,,
83,0,0,0,3110,3158,-48,,,
84,0,0,0,2760,2127,633,,,
85,0,0,0,4767,2716,2051,,,
86,0,0,0,3071,5602,-2531,,,
87,0,0,0,2283,2884,-601,,,
88,0,0,0,2940,2331,609,,,
89,0,0,0,3430,3255,175,,,
90,0,0,0,3059,5857,-2798,,,
91,0,0,0,2805,3010,-205,,,
92,0,0,0,2959,3524,-565,,,
93,0,0,0,3260,5427,-2167,,,
94,0,0,0,3022,2758,264,,,
95,0,0,0,3033,2770,263,,,
96,0,0,0,3058,3292,-234,,,
97,0,0,0,2685,5906,-3221,,,
98,0,0,0,3147,5857,-2710,,,
99,0,0,0,3792,2283,1509,,,
100,0,0,0,2521,2567,-46,,,
101,0,0,0,2712,2520,192,,,
102,0,0,0,2866,5289,-2423,,,
103,0,0,0,1820,3059,-1239,,,
104,0,0,0,2608,2788,-180,,,
105,0,0,0,2770,2570,200,,,
106,0,0,0,3307,3442,-135,,,
107,0,0,0,3519,3032,487,,,
108,0,0,0,5565,3208,2357,,,
109,0,0,0,3208,3066,142,,,
110,0,0,0,2991,5488,-2497,,,
111,0,0,0,2473,2881,-408,,,
112,0,0,0,2415,2608,-193,,,
113,0,0,0,5427,2940,2487,,,
114,0,0,0,2624,3233,-609,,,
115,0,0,0,2721,2439,282,,,
116,0,0,0,3736,2283,1453,,,
117,0,0,0,4957,3218,1739,,,
118,0,0,0,2969,3717,-748,,,
119,0,0,0,3179,2969,210,,,
120,0,0,0,3001,3278,-277,,,
121,0,0,0,2570,3086,-516,,,
122,0,0,0,2685,5050,-2365,,,
123,0,0,0,3442,3875,-433,,,
124,0,0,0,2612,3032,-420,,,
125,0,0,0,2937,3059,-122,,,
126,0,0,0,3087,3007,80,,,
127,0,0,0,3504,2864,640,,,
128,0,0,0,3256,1968,1288,,,
129,0,0,0,2991,2816,175,,,
130,0,0,0,2331,2770,-439,,,
131,0,0,0,3278,3504,-226,,,
132,0,0,0,5408,3086,2322,,,
133,0,0,0,1896,2281,-385,,,
134,0,0,0,2889,5289,-2400,,,
135,0,0,0,2816,2876,-60,,,
136,0,0,0,2567,2916,-349,,,
137,0,0,0,4866,5857,-991,,,
138,0,0,0,3475,2415,1060,,,
139,0,0,0,2788,3059,-271,,,
140,0,0,0,3794,3245,549,,,
141,0,0,0,3214,5695,-2481,,,
142,0,0,0,3829,2941,888,,,
143,0,0,0,5488,3032,2456,,,
144,0,0,0,2929,1896,1033,,,
145,0,0,0,3010,2567,443,,,
146,0,0,0,5997,3243,2754,,,
147,0,0,0,2778,2695,83,,,
148,0,0,0,3149,3160,-11,,,
149,0,0,0,3216,2884,332,,,
150,0,0,0,2578,2805,-227,,,
151,0,0,0,3292,3022,270,,,
152,0,0,0,5589,2959,2630,,,
153,0,0,0,3046,5402,-2356,,,
154,0,0,0,3875,2679,1196,,,
155,0,0,0,5337,3214,2123,,,
156,0,0,0,2720,2030,690,,,
157,0,0,0,3094,1995,1099,,,
158,0,0,0,3233,2853,380,,,
159,0,0,0,2959,2716,243,,,
160,0,0,0,3123,2959,164,,,
161,0,0,0,2486,2745,-259,,,
162,0,0,0,2864,4905,-2041,,,
163,0,0,0,2941,2612,329,,,
164,0,0,0,3086,2331,755,,,
165,0,0,0,3122,2916,206,,,
166,0,0,0,2883,5050,-2167,,,
167,0,0,0,2682,2612,70,,,
168,0,0,0,3160,3038,122,,,
169,0,0,0,2127,2746,-619,,,
170,0,0,0,2398,3001,-603,,,
171,0,0,0,3319,3022,297,,,
172,0,0,0,2743,3025,-282,,,
173,0,0,0,5289,3010,2279,,,
174,0,0,0,3218,2957,261,,,
175,0,0,0,3256,3223,33,,,
176,0,0,0,3084,3595,-511,,,
177,0,0,0,3027,2486,541,,,
178,0,0,0,2030,2627,-597,,,
179,0,0,0,2984,5857,-2873,,,
180,0,0,0,2914,2881,33,,,
181,0,0,0,3223,2679,544,,,
182,0,0,0,3038,5402,-2364,,,
183,0,0,0,5352,5050,302,,,
184,0,0,0,3007,3303,-296,,,
185,0,0,0,2870,2473,397,,,
186,0,0,0,2745,2567,178,,,
187,0,0,0,3032,2870,162,,,
188,0,0,0,2716,2787,-71,,,
189,0,0,0,5402,2929,2473,,,
190,0,0,0,2636,2830,-194,,,
191,0,0,0,2627,3829,-1202,,,
192,0,0,0,3293,2644,649,,,
193,0,0,0,3524,2852,672,,,
194,0,0,0,2651,3434,-783,,,
195,0,0,0,2695,5354,-2659,,,
196,0,0,0,5906,3430,2476,,,
197,0,0,0,5478,2959,2519,,,
198,0,0,0,2654,3796,-1142,,,
199,0,0,0,2818,3256,-438,,,
